id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
C02117,El Fassi,Soukaina,soukaina.elfassi201@gmail.com,1953-05-08,female,mrakech,0644777922,2021-06-12,Email
C02248,El Fassi,Nabil,nabil.elfassi988@gmail.com,1997-06-01,Homme,TNG,0624670573,2022-10-31,SEO
C00657,Bennani,Reda,reda.bennani105@gmail.com,1971-09-12,h,Meknès,0643814834,2024-10-07,Social Media
C01577,Ziani,Leila,leila.ziani519@gmail.com,1983-05-03,0,Tnja,0733365734,2023-02-14,Instagram
C01279,Chraibi,Widad,widad.chraibi504@gmail.com,1975-12-01,female,Rabat,0741088690,2022-06-15,Direct
C00397,Lahlou,Hajar,hajar.lahlou69@gmail.com,1980-06-21,f,OUJ,0724480943,2024-10-11,SEO
C01606,El Amrani,Karim,karim.elamrani965@gmail.com,2027-09-14,H,Oujda,0713112785,2024-08-18,Email
C03552,Moussaoui,Nadia,nadia.moussaoui30@gmail.com,1990-01-07,Femme,Oujda,0657573080,2020-01-15,Instagram
C02157,Bensouda,Rachid,rachid.bensouda785@gmail.com,1956-12-23,H,tanger-med,0765100031,2022-10-05,Marketplace
C00442,Mansouri,Mehdi,mehdi.mansouri729@gmail.com,1972-11-04,H,Casablanca-Anfa,0673736162,2023-01-21,Email
C02647,Ouali,Leila,leila.ouali804@hotmail.com,1957-09-19,F,casablanca,0777984025,2022-08-08,Email
C02515,Alaoui,Hicham,hicham.alaoui468@hotmail.com,1958-03-22,M,Rabat,0786705243,2023-02-15,SEO
C01269,Lahlou,Khalid,khalid.lahlou879@gmail.com,1991-07-02,m,SAL,0694495057,2022-04-15,Direct
C03689,Tazi,Mohammed,mohammed.tazi365@gmail.com,1969-03-03,male,MRK,0686513519,2022-06-02,Référencement
C01104,Bennani,Rachid,rachid.bennani25@gmail.com,1980-02-09,H,rabat,0710261534,2021-01-20,SEO
C01758,El Amrani,Zakaria,zakaria.elamrani886@gmail.com,1989-08-10,1,kenitra,0770524116,2022-08-08,Marketplace
C01562,Berrada,Rachid,rachid.berrada243@hotmail.com,1987-10-21,male,TANGER,0638568789,2020-01-27,SEO
C00756,El Fassi,Houda,houda.elfassi982@gmail.com,2009-11-14,Femme,Fès,0727383462,2024-03-19,Social Media
C00742,El Amrani,Sara,sara.elamrani342@yahoo.com,1991-11-19,f,CASA,0667529530,2023-05-23,Direct
C03704,Chraibi,Hassan,hassan.chraibi342@yahoo.com,1975-03-28,m,Fez,0668355828,2020-01-04,Instagram
C00419,Bensouda,Hafsa,hafsa.bensouda645@gmail.com,2007-03-22,female,Kénitra,0767318164,2024-01-22,Marketplace
C92313,Benali,Amine,amine.benali633@gmail.com,1982-09-12,H,FEZ,0611553222,2022-07-21,Instagram
C03286,Moussaoui,Nadia,nadia.moussaoui920@yahoo.com,2005-12-04,Femme,FEZ,0622330722,2021-06-01,Instagram
C00955,Ghazi,Mustapha,mustapha.ghazi163@gmail.com,1991-12-14,H,Fez,0730728758,2023-12-31,Email
C00544,Ouali,Bilal,bilal.ouali704@gmail.com,1955-03-22,M,casa,0665632768,2021-07-31,Google Ads
C95164,Tahiri,Amine,amine.tahiri211@gmail.com,1974-09-04,Homme,OUJDA,0763498338,2020-02-04,Social Media
C03170,Tahiri,Youssef,youssef.tahiri167@yahoo.com,1956-06-30,H,meknes,0758003784,2022-08-20,Facebook
C01154,Alaoui,Omar,omar.alaoui863@outlook.com,2005-07-13,1,mrakech,0760146886,2022-02-22,SEO
C03773,Alaoui,Hassan,hassan.alaoui223@outlook.com,1958-05-05,M,FEZ,0632276038,2022-07-21,Email
C00937,Ziani,Salma,salma.ziani51@gmail.com,1976-01-20,female,FES,0734926040,2024-04-06,Bouche à oreille
C02715,Tazi,Nabil,nabil.tazi23@gmail.com,1968-05-21,H,sale,0626749735,2022-10-09,Email
C00691,Alaoui,Soukaina,soukaina.alaoui671@yahoo.com,1950-06-01,f,Rbat,0638154362,2022-09-15,Référencement
C00187,Kadiri,Nabil,nabil.kadiri443@outlook.com,1987-08-11,1,SAL,0743077929,2020-06-24,Social Media
C99460,El Fassi,Widad,widad.elfassi49@gmail.com,1998-09-05,F,Meknes,0666884597,2020-10-22,Instagram
C02533,Alaoui,Adil,adil.alaoui508@outlook.com,2001-08-14,male,Fez,0699271765,2022-10-22,Email
C01443,Ouali,Omar,omar.ouali262@gmail.com,1987-08-28,Homme,Kénitra,0610147286,2020-02-20,Instagram
C02543,Kadiri,Nabil,nabil.kadiri471@hotmail.com,1955-09-17,H,sale,0763984612,2024-10-26,SEO
C02476,Moussaoui,Adil,adil.moussaoui303@gmail.com,1952-06-29,m,Marrakech,0622865988,2021-09-21,Google Ads
C01477,Berrada,Soukaina,soukaina.berrada542@gmail.com,1952-02-08,f,CAS,0636636781,2022-10-09,Social Media
C01776,Bensouda,Mohammed,mohammed.bensouda786@gmail.com,1985-11-01,male,agadir,0783012855,2021-05-03,Direct
C01744,Bensouda,Aicha,aicha.bensouda531@gmail.com,1977-07-05,f,Tnja,0731385451,2024-10-25,Facebook
C02033,Berrada,Soukaina,soukaina.berrada400@gmail.com,1950-10-03,F,Tnja,0738672861,2024-07-14,Email
C03288,Bennani,Zineb,zineb.bennani959@gmail.com,2002-05-06,f,TNG,0760154723,2023-07-18,Social Media
C02039,Lahlou,Amine,amine.lahlou357@yahoo.com,1966-06-07,M,CASA,0666903502,2024-01-21,Direct
C00901,Belkadi,Widad,widad.belkadi413@gmail.com,1990-11-13,F,OUJ,0620398669,2023-08-06,Marketplace
C03682,Ouali,Reda,reda.ouali36@gmail.com,1954-12-10,M,marrakech,0795500978,2024-03-15,Facebook
C02806,Tahiri,Ahmed,ahmed.tahiri494@outlook.com,1951-08-24,M,AGADIR,0739265818,2021-01-20,SEO
C02597,Bennani,Zakaria,zakaria.bennani272@gmail.com,1965-10-25,male,FES,0727793490,2020-08-04,Référencement
C03184,Lahlou,Loubna,loubna.lahlou945@gmail.com,1958-06-09,f,mrakech,0675493921,2024-06-04,Direct
C00963,Belkadi,Najat,najat.belkadi10@gmail.com,1971-09-18,0,KEN,0796251983,2020-08-16,Référencement
C01363,Lahlou,Omar,omar.lahlou771@gmail.com,1980-03-06,M,FES,0693649730,2020-05-19,Social Media
C02733,El Amrani,Soukaina,soukaina.elamrani55@yahoo.com,1990-10-14,f,agadir,0662368350,2022-12-25,Bouche à oreille
C01285,Benali,Zakaria,zakaria.benali818@outlook.com,2002-04-28,1,OUJ,0790292116,2021-04-15,Bouche à oreille
C03211,Benali,Rachid,rachid.benali747@gmail.com,1960-02-28,male,MEK,0614756008,2021-10-09,SEO
C01190,Bensouda,Najat,najat.bensouda349@gmail.com,1950-07-11,F,tanger-med,0738502474,2022-06-04,Email
C01483,El Fassi,Hassan,hassan.elfassi646@gmail.com,1978-06-16,h,AGADIR,0764027629,2021-06-20,Instagram
C02267,Belkadi,Ahmed,ahmed.belkadi335@hotmail.com,1986-02-11,male,agdr,0750633896,2024-08-25,Bouche à oreille
C02197,Filali,Rachid,rachid.filali288@gmail.com,1961-05-27,m,Marrakech,0739154312,2023-04-16,Social Media
C03623,El Fassi,Hajar,hajar.elfassi34@gmail.com,1890-04-25,F,agdr,0758507425,2021-11-27,Marketplace
C01602,Benali,Hajar,hajar.benali782@gmail.com,1999-02-19,female,FEZ,0752936392,2022-11-08,Google Ads
C01621,Ziani,Rania,rania.ziani277@gmail.com,1890-11-05,f,meknes,0725025239,2022-01-05,Facebook
C03972,Ouali,Hicham,hicham.ouali297@gmail.com,1968-06-16,m,casa,0610533700,2021-09-22,Instagram
C01700,Berrada,Mehdi,mehdi.berrada132@gmail.com,1987-01-23,M,fès,0730286307,2021-07-15,Direct
C03948,Ouali,Loubna,loubna.ouali898@yahoo.com,2010-03-26,F,AGA,0695457544,2024-04-30,Facebook
C01666,Belkadi,Mehdi,mehdibelkadigmail.com,1991-08-16,1,FES,0612076385,2024-02-21,Google Ads
C00016,Berrada,Amine,amine.berrada421@gmail.com,1967-10-18,m,oujda,0618135295,2023-10-11,Facebook
C00146,Ghazi,Mohammed,mohammed.ghazi598@gmail.com,1967-03-31,Homme,Kénitra,0690115852,2024-11-21,Instagram
C00382,Moussaoui,Meryem,meryem.moussaoui255@gmail.com,1998-02-09,F,Salé,0724161873,2023-02-17,Marketplace
C01861,Idrissi,Tariq,tariq.idrissi262@gmail.com,1954-04-30,H,Fez,0713466904,2022-09-24,Email
C00453,Bennani,Tariq,tariq.bennani700@gmail.com,1962-08-28,M,AGA,0711592230,2020-10-24,Bouche à oreille
C01035,Bennani,Hafsa,hafsa.bennani85@gmail.com,1982-10-28,F,agdr,0791827614,2021-10-20,Facebook
C01398,Bennani,Zineb,zineb.bennani296@outlook.com,1986-11-06,0,Rbat,0797224832,2023-02-06,Référencement
C02433,Bensouda,Imane,imane.bensouda416@gmail.com,1997-05-03,Femme,Rbat,0782707266,2022-10-02,Direct
C02695,Filali,Mohammed,mohammed.filali244@gmail.com,2009-01-07,H,CASA,0645005976,2020-10-18,Email
C02444,El Fassi,Fatima,fatima.elfassi141@yahoo.com,1971-10-26,f,mrakech,0745843604,2022-12-06,Email
C03474,Ziani,Adil,adil.ziani812@gmail.com,1988-09-28,M,mrakech,0646013544,2020-02-04,Email
C01665,El Fassi,Adil,adil.elfassi373@outlook.com,1980-05-18,m,CAS,0738438227,2021-06-12,Social Media
C01752,El Amrani,Samir,samir.elamrani913@gmail.com,1990-03-13,M,Rabat,0744338557,2021-12-27,Direct
C01111,Benali,Hafsa,hafsa.benali938@hotmail.com,1978-03-29,f,Marrakech,0682741563,2022-04-11,Social Media
C01209,El Amrani,Dounia,dounia.elamrani498@gmail.com,1890-04-21,F,agadir,0624740381,2023-02-03,Bouche à oreille
C00468,Berrada,Samir,samir.berrada66@gmail.com,1971-02-27,M,MEK,0618470495,2022-10-15,Référencement
C96882,Mansouri,Sanaa,sanaa.mansouri868@gmail.com,1951-01-30,f,FEZ,0630833152,2021-05-07,SEO
C02600,Bensouda,Karim,karim.bensouda653@gmail.com,2003-09-05,Homme,Marrakesh,0784582694,2021-08-02,Référencement
C03763,Lahlou,Karim,karim.lahlou360@gmail.com,2000-09-18,m,Meknès,0761257392,2021-01-10,Instagram
C02744,Moussaoui,Omar,omar.moussaoui794@gmail.com,1972-03-03,H,meknes,0732777840,2021-11-24,Direct
C01424,Moussaoui,Nadia,nadia.moussaoui836@gmail.com,1988-11-30,f,Fès,0770261832,2020-04-12,Marketplace
C00469,Filali,Adil,adil.filali330@gmail.com,1966-08-05,m,TNG,0655030548,2024-04-14,Social Media
C03792,Idrissi,Mehdi,mehdi.idrissi771@gmail.com,1973-09-05,H,agadir,0692820409,2020-12-22,Google Ads
C02129,Tahiri,Omar,omar.tahiri566@yahoo.com,2008-11-02,M,MARRAKECH,0774036095,2022-05-07,Bouche à oreille
C03776,Ghazi,Ahmed,ahmed.ghazi213@gmail.com,1966-08-02,1,CASA,0672472611,2020-12-02,Instagram
C01156,Ouali,Meryem,meryem.ouali477@gmail.com,1978-10-31,Femme,fes,0642932467,2020-09-24,Email
C03274,Filali,Hassan,hassan.filali222@gmail.com,1985-03-16,h,agdr,0629961112,2024-10-26,Google Ads
C03462,El Amrani,Rachid,rachid.elamrani253@gmail.com,1984-05-24,M,fes,0678075420,2022-01-30,Bouche à oreille
C02966,Idrissi,Amine,amine.idrissi17@gmail.com,2005-10-25,1,tanger-med,0731165784,2020-03-26,Facebook
C02537,Lahlou,Samir,samir.lahlou628@gmail.com,1997-04-13,1,OUJDA,0740438117,2020-09-07,Référencement
C01122,El Amrani,Hicham,hicham.elamrani585@yahoo.com,2003-05-05,1,Marrakesh,0774139933,2023-01-23,Social Media
C03517,Belkadi,Ahmed,ahmed.belkadi36@gmail.com,1955-05-13,male,casablanca,0643834028,2023-09-19,Facebook
C02919,Tahiri,Imane,imane.tahiri975@gmail.com,1969-01-19,f,MRK,0635836198,2021-07-27,Référencement
C02544,Idrissi,Rania,rania.idrissi563@gmail.com,2002-02-24,F,OUJDA,0626229908,2021-01-05,Marketplace
C03464,Bensouda,Hicham,hicham.bensouda580@gmail.com,1991-12-12,M,mrakech,0647855818,2023-06-22,Email
C01970,Kadiri,Zineb,zineb.kadiri341@gmail.com,2007-12-03,f,casa,0757853595,2022-02-06,Direct
C00203,Kadiri,Rachid,rachid.kadiri626@gmail.com,1969-12-16,male,FEZ,0649922369,2021-12-21,Marketplace
C02604,El Amrani,Mehdi,mehdi.elamrani798@gmail.com,1974-11-09,M,Tnja,0714838121,2021-05-11,Direct
C02294,Alaoui,Karim,karim.alaoui426@outlook.com,1957-12-12,m,RBA,0793682955,2023-02-24,Direct
C00437,Kadiri,Imane,imane.kadiri711@gmail.com,2005-11-23,F,Meknès,0783085160,2022-06-10,Référencement
C02214,Chraibi,Aicha,aicha.chraibi82@yahoo.com,1978-12-15,female,KEN,0621041966,2020-11-22,Instagram
C01860,Chraibi,Fatima,fatima.chraibi415@gmail.com,2005-08-27,0,Rbat,0640591787,2024-09-04,Bouche à oreille
C01365,Kadiri,Hafsa,hafsa.kadiri255@hotmail.com,1984-05-21,F,tanger-med,0754620779,2022-11-12,SEO
C03297,Bennani,Fatima,fatima.bennani952@gmail.com,1960-08-21,0,TNG,0797552528,2022-08-15,Email
C03057,Ziani,Mustapha,mustapha.ziani725@gmail.com,1966-10-01,M,casablanca,0615904568,2020-11-10,Direct
C02820,Bensouda,Omar,omar.bensouda753@gmail.com,1952-03-17,h,Marrakech,0782517466,2023-07-18,Marketplace
C03706,Chraibi,Salma,salma.chraibi985@gmail.com,1990-05-16,Femme,Salé,0621884443,2024-02-19,SEO
C02805,Benali,Imane,imane.benali170@gmail.com,2006-09-21,F,kenitra,0652834261,2022-03-26,Email
C00905,Chraibi,Amine,amine.chraibi861@gmail.com,1957-01-06,H,RBA,0684880752,2023-11-24,Facebook
C01105,Moussaoui,Reda,reda.moussaoui761@hotmail.com,1979-01-25,H,FEZ,0783093732,2022-01-22,Email
C03772,Idrissi,Hajar,hajar.idrissi418@outlook.com,1973-02-22,F,Tanger-Ville,0738426838,2021-04-24,Bouche à oreille
C00380,Lahlou,Mustapha,mustapha.lahlou73@yahoo.com,1987-01-28,m,Tanger-Ville,0795753950,2024-12-27,SEO
C00218,El Fassi,Sanaa,sanaa.elfassi377@gmail.com,1959-04-06,F,sale,0696110892,2024-05-03,Email
C01526,Kadiri,Ahmed,ahmed.kadiri955@yahoo.com,1966-05-08,Homme,Meknes,0757641877,2023-04-18,Email
C03409,Benali,Hamza,hamza.benali136@gmail.com,1984-05-23,m,Meknès,0760716325,2021-10-01,Social Media
C01922,Bennani,Nabil,nabil.bennani38@outlook.com,1953-07-12,H,Meknes,0613029672,2023-02-11,Facebook
C01342,Chraibi,Sanaa,sanaa.chraibi187@gmail.com,1890-10-14,f,MARRAKECH,0767164456,2023-10-17,Facebook
C00475,Lahlou,Widad,widad.lahlou759@outlook.com,1970-10-05,Femme,tanger,0779109207,2024-05-27,Social Media
C02231,Mansouri,Bilal,bilal.mansouri650@hotmail.com,1960-05-21,male,Rabat,0654286365,2023-06-04,Marketplace
C00882,Filali,Rania,rania.filali722@hotmail.com,2002-11-21,F,Agadir,0741522381,2024-11-04,SEO
C92680,El Fassi,Khadija,khadija.elfassi585@gmail.com,1960-08-23,0,RABAT,0797648351,2022-01-10,Marketplace
C03613,Filali,Mehdi,mehdi.filali997@gmail.com,1962-03-06,1,fes,0688971457,2022-09-19,Bouche à oreille
C01433,Bensouda,Aicha,aicha.bensouda996@gmail.com,2007-08-30,F,Marrakech,0639713306,2023-01-16,Google Ads
C02694,Benali,Sara,sara.benali110@gmail.com,1983-09-10,female,FES,0663942479,2024-07-10,Google Ads
C02359,Mansouri,Soukaina,soukaina.mansouri908@gmail.com,1966-05-17,f,Kénitra,0755988531,2020-11-14,Email
C02279,El Amrani,Adil,adil.elamrani547@gmail.com,1967-05-08,m,fes,0632245731,2021-08-27,Google Ads
C01476,Chraibi,Tariq,tariq.chraibi328@gmail.com,2002-04-14,H,Casablanca,0713552710,2021-02-03,Marketplace
C02931,Ziani,Soukaina,soukaina.ziani226@gmail.com,1984-09-19,F,oujda,0740003728,2021-02-12,Bouche à oreille
C00204,Filali,Omar,omar.filali383@gmail.com,1994-12-14,m,MEK,0687149161,2022-05-06,Facebook
C00129,Filali,Adil,adil.filali27@gmail.com,1993-01-12,H,agdr,0645135070,2022-03-03,Bouche à oreille
C00167,Ouali,Mehdi,mehdi.ouali897@gmail.com,2000-12-27,Homme,OUJ,0792533595,2024-07-15,SEO
C02269,Bennani,Zineb,zineb.bennani858@gmail.com,2008-01-21,Femme,TNG,0661037503,2022-12-27,Facebook
C01367,Mansouri,Soukaina,soukaina.mansouri759@gmail.com,1956-04-26,F,Tnja,0644721033,2024-03-10,Marketplace
C02697,El Fassi,Leila,leila.elfassi670@gmail.com,2005-08-20,F,Marrakech,0752970787,2021-12-24,Email
C03064,El Fassi,Hafsa,hafsa.elfassi449@gmail.com,1990-05-23,f,fès,0694496524,2022-08-21,Email
C03956,Moussaoui,Nadia,nadia.moussaoui894@outlook.com,1971-12-16,F,RBA,0684845996,2022-08-29,Marketplace
C02177,Ghazi,Hassan,hassan.ghazi947@outlook.com,1957-12-17,H,Kénitra,0721452539,2024-05-01,Référencement
C03115,El Fassi,Salma,salma.elfassi959@gmail.com,2006-09-19,Femme,Fès,0711849156,2020-08-27,Direct
C01696,Bensouda,Meryem,meryem.bensouda168@gmail.com,1992-01-14,0,AGADIR,0656549341,2024-07-20,Marketplace
C01609,Ghazi,Khadija,khadija.ghazi61@gmail.com,1994-08-10,f,tanger-med,0629353979,2021-09-25,Bouche à oreille
C02263,Filali,Reda,reda.filali635@gmail.com,1983-11-05,Homme,AGA,0731040273,2020-07-23,Email
C01653,Berrada,Fatima,fatima.berrada762@gmail.com,1985-04-25,F,rabat,0729096178,2024-08-14,Social Media
C01311,Ghazi,Nabil,nabil.ghazi414@gmail.com,1976-02-29,m,Casa,0656987976,2022-07-22,Instagram
C01708,Mansouri,Bilal,bilal.mansouri808@outlook.com,1959-09-26,H,fès,0698377293,2022-03-25,Marketplace
C94754,Moussaoui,Nadia,nadia.moussaoui894@outlook.com,1971-12-16,F,RBA,0684845996,2022-08-29,Marketplace
C03290,Lahlou,Mustapha,mustapha.lahlou627@outlook.com,1995-08-31,M,Marrakesh,0637334106,2023-10-13,Marketplace
C00629,Bensouda,Omar,omar.bensouda326@gmail.com,1975-11-12,1,TNG,0681869344,2021-05-15,Bouche à oreille
C02594,Ghazi,Amine,amine.ghazi880@outlook.com,1988-09-02,h,Fez,0754256334,2020-11-08,Bouche à oreille
C01083,Tahiri,Youssef,youssef.tahiri970@gmail.com,1980-07-18,M,mrakech,0647072327,2022-07-09,Email
C01815,Bennani,Reda,reda.bennani999@gmail.com,2002-03-11,1,casablanca,0631065267,2020-07-26,Direct
C02110,Ghazi,Aicha,aicha.ghazi386@hotmail.com,1997-04-03,f,rabat,0684056415,2024-11-11,Marketplace
C00741,Tazi,Widad,widad.tazi151@gmail.com,1890-07-13,f,OUJDA,0725087236,2024-12-05,Instagram
C99999,Filali,Sanaa,sanaa.filali296@gmail.com,1997-04-26,0,Casablanca-Anfa,0645398349,2021-06-25,Marketplace
C00804,Tazi,Hafsa,hafsa.tazi55@gmail.com,1977-10-15,F,oujda,0766718851,2020-04-10,Référencement
C03278,Tazi,Khalid,khalid.tazi825@gmail.com,1989-12-30,1,mrakech,0712461731,2020-02-10,Marketplace
C00889,El Fassi,Youssef,youssef.elfassi426@outlook.com,1963-06-01,male,CASA,0688946302,2023-05-23,Facebook
C01581,Tazi,Sanaa,sanaa.tazi386@gmail.com,1971-08-04,female,TANGER,0614956822,2021-11-30,Social Media
C03667,Tazi,Omar,omar.tazi903@gmail.com,1999-09-22,H,MRK,0796997420,2020-02-08,SEO
C00850,Kadiri,Mohammed,mohammed.kadiri394@gmail.com,2007-12-29,h,RABAT,0776485758,2020-05-02,SEO
C03911,Mansouri,Khadija,khadija.mansouri129@outlook.com,1981-11-07,F,Agadir,0796438380,2020-05-31,Instagram
C03258,El Amrani,Houda,houda.elamrani336@gmail.com,1965-03-30,f,Oujda,0717800480,2024-07-22,Email
C03147,Tahiri,Hajar,hajar.tahiri490@gmail.com,2007-08-01,f,AGA,0766156622,2022-05-15,Google Ads
C02188,Tazi,Adil,adil.tazi412@gmail.com,1954-12-06,h,FES,0683873832,2020-08-19,Direct
C02011,El Amrani,Loubna,loubna.elamrani672@gmail.com,1989-04-17,Femme,OUJ,0757504462,2023-01-03,Direct
C01024,El Fassi,Omar,omar.elfassi283@gmail.com,1988-04-17,H,tanger,0767825027,2024-01-30,Email
C00666,Lahlou,Imane,imane.lahlou385@gmail.com,1980-12-17,F,casablanca,0736268523,2021-11-13,Email
C01516,Ziani,Nadia,nadia.ziani138@gmail.com,1996-05-14,f,Casablanca-Anfa,0611336919,2020-08-08,Référencement
C01078,Mansouri,Tariq,tariq.mansouri682@yahoo.com,1956-03-08,M,kenitra,0791579904,2021-10-24,Bouche à oreille
C00401,Tazi,Sanaa,sanaa.tazi695@gmail.com,1963-11-13,f,fes,0686893142,2021-04-10,Email
C03930,Idrissi,Hassan,hassan.idrissi967@gmail.com,1957-02-06,male,Salé,0626360425,2024-09-26,Social Media
C02201,Tahiri,Khalid,khalid.tahiri,1966-11-13,Homme,KEN,0697235411,2022-02-15,Facebook
C02508,Belkadi,Adil,adil.belkadi503@gmail.com,1987-04-14,h,agdr,0716451347,2020-08-29,Social Media
C03754,Ouali,Najat,najat.ouali202@gmail.com,1994-07-25,0,AGA,0711404325,2022-01-25,Email
C01022,Filali,Zakaria,zakaria.filali357@gmail.com,1958-07-23,m,Rabat,0746122478,2023-02-08,Marketplace
C03232,Lahlou,Houda,houda.lahlou342@outlook.com,2009-05-18,0,SAL,0670306417,2021-03-17,Email
C03929,Tahiri,Fatima,fatima.tahiri42@yahoo.com,1960-01-24,Femme,Tanger,0628853261,2020-07-24,Email
C03879,Tazi,Hassan,hassan.tazi724@outlook.com,1962-04-08,Homme,Oujda,0642018767,2021-04-02,Instagram
C03207,Alaoui,Bilal,bilal@,1982-12-05,h,Fez,0627365843,2022-02-26,SEO
C00447,El Fassi,Hajar,hajar.elfassi984@gmail.com,1979-07-05,0,meknes,0792280717,2023-01-09,SEO
C02262,El Amrani,Samir,samir.elamrani960@yahoo.com,1999-07-08,Homme,RABAT,0668744804,2024-01-02,Marketplace
C03557,Tahiri,Mustapha,mustapha.tahiri321@gmail.com,1969-01-25,h,Tanger,0628074915,2023-12-25,Instagram
C00788,Mansouri,Tariq,tariq.mansouri836@gmail.com,1982-07-21,M,FES,0686120515,2022-02-23,Google Ads
C01844,Idrissi,Soukaina,soukaina.idrissi647@gmail.com,2004-02-14,F,MRK,0683441529,2023-07-18,Direct
C01987,El Fassi,Hafsa,hafsa.elfassi418@gmail.com,1966-03-16,F,CASA,0762726815,2022-11-27,Direct
C03755,Bensouda,Nadia,nadia.bensouda310@gmail.com,1955-02-27,F,Rbat,0787948087,2024-01-17,Référencement
C00548,Tazi,Widad,widad.tazi462@gmail.com,1992-01-06,f,oujda,0721507650,2023-11-02,SEO
C03819,Ziani,Ahmed,ahmed.ziani749@outlook.com,1985-02-10,Homme,CAS,0635478447,2021-10-21,Social Media
C03121,Alaoui,Ahmed,ahmed.alaoui606@gmail.com,2008-01-03,H,RABAT,0776547190,2020-02-07,Email
C01707,Lahlou,Reda,reda.lahlou516@gmail.com,1953-09-05,m,AGA,0682677003,2022-12-15,Email
C03790,Ouali,Meryem,meryem.ouali115@hotmail.com,2005-01-01,f,Casa,0786335023,2024-08-14,Référencement
C03933,Lahlou,Sanaa,sanaa.lahlou520@gmail.com,2001-07-19,f,CASA,0618444069,2022-07-02,Instagram
C00536,Lahlou,Hicham,hicham.lahlou126@gmail.com,1954-04-13,M,meknes,0741667072,2024-08-31,Facebook
C00202,Bensouda,Mohammed,mohammed.bensouda65@gmail.com,1992-05-24,1,Casa,0753752954,2023-01-04,Référencement
C02380,Alaoui,Hafsa,hafsa.alaoui204@gmail.com,1967-10-06,f,AGADIR,0615353031,2024-10-09,Email
C02591,Filali,Youssef,youssef.filali960@gmail.com,1973-05-03,Homme,KEN,0750712450,2024-01-30,Bouche à oreille
C03332,El Amrani,Soukaina,soukaina.elamrani125@yahoo.com,1985-06-30,f,MARRAKECH,0716752852,2022-11-02,Email
C96059,Tazi,Bilal,bilal.tazi79@gmail.com,1970-07-10,Homme,FEZ,0649401349,2022-10-05,Instagram
C00413,Tazi,Mustapha,mustapha.tazi730@hotmail.com,1955-03-16,1,Fez,0794081078,2024-04-23,Email
C00331,Belkadi,Soukaina,soukaina.belkadi913@gmail.com,2001-06-29,0,Casa,0790444404,2021-06-12,Marketplace
C00690,Ghazi,Dounia,dounia.ghazi745@outlook.com,1984-11-02,f,agdr,0723062011,2023-12-06,Email
C96442,El Fassi,Zakaria,zakaria.elfassi363@gmail.com,1969-10-17,H,tanger-med,0710997753,2023-04-09,Email
C02672,Alaoui,Leila,leila.alaoui850@outlook.com,1988-10-09,female,RABAT,0635735576,2021-11-18,Référencement
C02768,El Fassi,Khadija,khadija.elfassi416@gmail.com,1952-01-25,f,agadir,0768207943,2023-04-19,Direct
C01029,Tahiri,Sara,sara.tahiri571@hotmail.com,2008-07-09,Femme,AGA,0610625592,2020-01-04,Google Ads
C00768,Chraibi,Khadija,khadija.chraibi439@gmail.com,2007-03-30,f,casa,0766250794,2020-12-02,Instagram
C90069,El Fassi,Ahmed,ahmed.elfassi49@gmail.com,1984-06-23,h,FEZ,0640398284,2021-05-08,Google Ads
C03563,Ouali,Hafsa,hafsa.ouali887@gmail.com,2000-08-11,female,KEN,0616860688,2020-11-24,Référencement
C03152,Chraibi,Hafsa,hafsa.chraibi179@gmail.com,1973-10-04,0,Casablanca,0789545329,2020-03-17,Référencement
C03131,Mansouri,Tariq,tariq.mansouri693@hotmail.com,1964-09-20,m,RABAT,0632864924,2024-04-11,Facebook
C00292,Tazi,Adil,adil.tazi628@outlook.com,1957-08-16,h,fès,0732200132,2022-11-01,Social Media
C02037,Alaoui,Houda,houda.alaoui387@gmail.com,2033-09-07,f,Agadir,0638594677,2023-02-21,Bouche à oreille
C92383,Kadiri,Ahmed,ahmed.kadiri622@yahoo.com,1961-01-27,male,casablanca,0758628139,2024-11-24,Email
C03202,Bensouda,Meryem,meryem.bensouda391@gmail.com,2007-09-30,F,TANGER,0738610443,2022-10-07,Référencement
C01731,Idrissi,Mohammed,mohammed.idrissi139@yahoo.com,1966-03-26,M,fès,0720909520,2024-12-23,Marketplace
C01867,El Amrani,Amine,amine.elamrani312@gmail.com,1955-12-01,h,Marrakech,0660585874,2022-06-08,SEO
C00566,Idrissi,Mohammed,mohammed.idrissi472@gmail.com,2010-02-17,m,MEK,0750641125,2024-03-04,Marketplace
C95184,Filali,Sara,sara.filali932@gmail.com,1980-08-28,female,kenitra,0663827241,2024-07-11,Direct
C00511,Ziani,Karim,karim.ziani360@yahoo.com,1973-02-11,1,meknes,0757271923,2021-07-22,Email
C02427,Berrada,Fatima,fatima.berrada24@gmail.com,1964-02-11,0,RBA,0767694474,2021-07-11,SEO
C00075,Chraibi,Mustapha,mustapha.chraibi392@gmail.com,1999-04-08,1,CASA,0671894493,2023-04-09,Bouche à oreille
C03944,Alaoui,Khadija,khadija.alaoui160@gmail.com,1953-05-14,0,mrakech,0753803070,2021-04-23,Marketplace
C98019,Idrissi,Tariq,tariq.idrissi262@gmail.com,1954-04-30,H,Fez,0713466904,2022-09-24,Email
C01588,Filali,Leila,leila.filali84@gmail.com,1982-08-21,f,AGADIR,0646923597,2022-10-03,Google Ads
